META	SCAN_START_UTC	2026-07-16T19:34:16Z
OK	5092	/Users/jleechan/projects/worldarchitect.ai/.ruff_cache
OK	12	/Users/jleechan/projects/worldarchitect.ai/.serena
OK	12	/Users/jleechan/projects/worldarchitect.ai/run_tests_with_coverage.sh
OK	316	/Users/jleechan/projects/worldarchitect.ai/claude_command_scripts
OK	4	/Users/jleechan/projects/worldarchitect.ai/spec_review
OK	4	/Users/jleechan/projects/worldarchitect.ai/pr_body.md
OK	8	/Users/jleechan/projects/worldarchitect.ai/pyproject.toml
OK	4	/Users/jleechan/projects/worldarchitect.ai/.firebaserc
OK	12	/Users/jleechan/projects/worldarchitect.ai/INCREMENTAL_FETCH_IMPLEMENTATION.md
OK	12	/Users/jleechan/projects/worldarchitect.ai/pr_3484_evidence.py
OK	48	/Users/jleechan/projects/worldarchitect.ai/self-hosted-colima
OK	4	/Users/jleechan/projects/worldarchitect.ai/run_all_evidence.sh
OK	8	/Users/jleechan/projects/worldarchitect.ai/.agent_prompt_pr-2162-gemini-3-upgrade..txt
OK	4	/Users/jleechan/projects/worldarchitect.ai/simple_integrate_test.sh
OK	16	/Users/jleechan/projects/worldarchitect.ai/spec
OK	8	/Users/jleechan/projects/worldarchitect.ai/run_prototype_tests_vpython.sh
OK	40	/Users/jleechan/projects/worldarchitect.ai/scratchpad
OK	952	/Users/jleechan/projects/worldarchitect.ai/tests
OK	4	/Users/jleechan/projects/worldarchitect.ai/.eslintrc.cjs
OK	12	/Users/jleechan/projects/worldarchitect.ai/security-scan-results
OK	476	/Users/jleechan/projects/worldarchitect.ai/testing_http
OK	3720	/Users/jleechan/projects/worldarchitect.ai/.testmondata
OK	12	/Users/jleechan/projects/worldarchitect.ai/Genesis.sh
OK	4	/Users/jleechan/projects/worldarchitect.ai/testing_config
OK	4	/Users/jleechan/projects/worldarchitect.ai/setup_email.sh
OK	4	/Users/jleechan/projects/worldarchitect.ai/push.sh
OK	264	/Users/jleechan/projects/worldarchitect.ai/ralph
OK	8	/Users/jleechan/projects/worldarchitect.ai/sync_branch.sh
OK	4	/Users/jleechan/projects/worldarchitect.ai/codebase_loc.sh
OK	236	/Users/jleechan/projects/worldarchitect.ai/wiki
OK	12	/Users/jleechan/projects/worldarchitect.ai/pipelines
OK	12	/Users/jleechan/projects/worldarchitect.ai/verify_bounds_e2e.py
OK	8	/Users/jleechan/projects/worldarchitect.ai/start_game_mcp.sh
OK	52	/Users/jleechan/projects/worldarchitect.ai/browser_test_02_after_signin_click.png
OK	484	/Users/jleechan/projects/worldarchitect.ai/prototype
OK	87836	/Users/jleechan/projects/worldarchitect.ai/.beads
OK	208	/Users/jleechan/projects/worldarchitect.ai/requirements
OK	4	/Users/jleechan/projects/worldarchitect.ai/__pycache__
OK	60	/Users/jleechan/projects/worldarchitect.ai/browser_test_03_email_entered.png
OK	1836	/Users/jleechan/projects/worldarchitect.ai/.claude_reference
OK	4	/Users/jleechan/projects/worldarchitect.ai/startup_llm.sh
OK	4	/Users/jleechan/projects/worldarchitect.ai/vpython
OK	4	/Users/jleechan/projects/worldarchitect.ai/.infrastructure.conf.example
OK	4	/Users/jleechan/projects/worldarchitect.ai/fupdate.sh
OK	8	/Users/jleechan/projects/worldarchitect.ai/install_mcp.sh
OK	8	/Users/jleechan/projects/worldarchitect.ai/create_worktree.sh
OK	8	/Users/jleechan/projects/worldarchitect.ai/mcp_server_improvements.md
OK	16	/Users/jleechan/projects/worldarchitect.ai/run_ui_tests.sh
OK	8	/Users/jleechan/projects/worldarchitect.ai/refine_mode_completion
OK	4	/Users/jleechan/projects/worldarchitect.ai/test_portability.sh
OK	60	/Users/jleechan/projects/worldarchitect.ai/README.md
OK	12224	/Users/jleechan/projects/worldarchitect.ai/testing_ui
OK	8	/Users/jleechan/projects/worldarchitect.ai/PR_3494_FIXES_SUMMARY.md
OK	36	/Users/jleechan/projects/worldarchitect.ai/testing_integration
OK	1204	/Users/jleechan/projects/worldarchitect.ai/shard3
OK	8	/Users/jleechan/projects/worldarchitect.ai/BRAINSTORM_UPDATES_SUMMARY.md
OK	4	/Users/jleechan/projects/worldarchitect.ai/resolve_conflicts.sh
OK	244	/Users/jleechan/projects/worldarchitect.ai/worldarchitect_ai_demo_presentation_enhanced.pptx
OK	12	/Users/jleechan/projects/worldarchitect.ai/loc_simple.sh
OK	4	/Users/jleechan/projects/worldarchitect.ai/mypy.ini
OK	4	/Users/jleechan/projects/worldarchitect.ai/tmp_verdict.md
OK	52	/Users/jleechan/projects/worldarchitect.ai/self-hosted-oss
OK	4	/Users/jleechan/projects/worldarchitect.ai/scratch
OK	4	/Users/jleechan/projects/worldarchitect.ai/setup.py
OK	8	/Users/jleechan/projects/worldarchitect.ai/pytest_output.txt
OK	107560	/Users/jleechan/projects/worldarchitect.ai/docs
OK	8	/Users/jleechan/projects/worldarchitect.ai/logs
OK	8	/Users/jleechan/projects/worldarchitect.ai/.gitignore
OK	364	/Users/jleechan/projects/worldarchitect.ai/.codex
OK	104	/Users/jleechan/projects/worldarchitect.ai/package-lock.json
OK	63220	/Users/jleechan/projects/worldarchitect.ai/.mypy_cache
OK	4	/Users/jleechan/projects/worldarchitect.ai/package.json
OK	4	/Users/jleechan/projects/worldarchitect.ai/file_domains.yaml
OK	72	/Users/jleechan/projects/worldarchitect.ai/run_tests.sh
OK	4	/Users/jleechan/projects/worldarchitect.ai/CACHE_BUG_VERIFICATION.md
OK	0	/Users/jleechan/projects/worldarchitect.ai/dolt-server.lock
OK	8	/Users/jleechan/projects/worldarchitect.ai/deployment
OK	8	/Users/jleechan/projects/worldarchitect.ai/examples
OK	0	/Users/jleechan/projects/worldarchitect.ai/nn*Action
OK	96	/Users/jleechan/projects/worldarchitect.ai/dotfiles_backup
OK	588	/Users/jleechan/projects/worldarchitect.ai/repro
OK	4	/Users/jleechan/projects/worldarchitect.ai/cli_arg_utils.py
OK	0	/Users/jleechan/projects/worldarchitect.ai/.venv
OK	16	/Users/jleechan/projects/worldarchitect.ai/.claude-plugin
OK	76828	/Users/jleechan/projects/worldarchitect.ai/mvp_site
OK	44	/Users/jleechan/projects/worldarchitect.ai/dark-factory
OK	4	/Users/jleechan/projects/worldarchitect.ai/.gitattributes
OK	4	/Users/jleechan/projects/worldarchitect.ai/run_lint.sh
OK	84	/Users/jleechan/projects/worldarchitect.ai/mcp_servers
OK	4	/Users/jleechan/projects/worldarchitect.ai/run_parallel_mcp_tests.sh
OK	956	/Users/jleechan/projects/worldarchitect.ai/.github
OK	4740	/Users/jleechan/projects/worldarchitect.ai/scripts
OK	76	/Users/jleechan/projects/worldarchitect.ai/_ui_mocks
OK	72	/Users/jleechan/projects/worldarchitect.ai/browser_test_05_after_login.png
OK	12	/Users/jleechan/projects/worldarchitect.ai/bq_cost_spike_2026-07-08_findings.md
OK	92	/Users/jleechan/projects/worldarchitect.ai/claude_start.sh
OK	4	/Users/jleechan/projects/worldarchitect.ai/loc.sh
OK	76	/Users/jleechan/projects/worldarchitect.ai/coding_prompts
OK	1332	/Users/jleechan/projects/worldarchitect.ai/orchestration
OK	240	/Users/jleechan/projects/worldarchitect.ai/testing_llm
OK	16	/Users/jleechan/projects/worldarchitect.ai/plan.md
OK	8	/Users/jleechan/projects/worldarchitect.ai/.agent
OK	28	/Users/jleechan/projects/worldarchitect.ai/deploy.sh
OK	1096	/Users/jleechan/projects/worldarchitect.ai/.playwright-mcp
OK	12	/Users/jleechan/projects/worldarchitect.ai/GEMINI.md
OK	16	/Users/jleechan/projects/worldarchitect.ai/spec.md
OK	4	/Users/jleechan/projects/worldarchitect.ai/rules.md
OK	112	/Users/jleechan/projects/worldarchitect.ai/.ao
OK	220	/Users/jleechan/projects/worldarchitect.ai/skills
OK	12	/Users/jleechan/projects/worldarchitect.ai/run_e2e_tests.sh
OK	4	/Users/jleechan/projects/worldarchitect.ai/.eslintignore
OK	8	/Users/jleechan/projects/worldarchitect.ai/SETUP_SUMMARY.md
OK	2164	/Users/jleechan/projects/worldarchitect.ai/automation
OK	1328	/Users/jleechan/projects/worldarchitect.ai/harness_autonomy
OK	4	/Users/jleechan/projects/worldarchitect.ai/eslint.config.js
OK	8	/Users/jleechan/projects/worldarchitect.ai/infrastructure_common.sh
OK	8	/Users/jleechan/projects/worldarchitect.ai/.env.example
OK	4	/Users/jleechan/projects/worldarchitect.ai/debug_google_import.py
OK	56	/Users/jleechan/projects/worldarchitect.ai/green_gate.log
OK	24	/Users/jleechan/projects/worldarchitect.ai/AGENTS.md
OK	680	/Users/jleechan/projects/worldarchitect.ai/testing_utils
OK	52	/Users/jleechan/projects/worldarchitect.ai/monitoring
OK	4	/Users/jleechan/projects/worldarchitect.ai/.coderabbit.yaml
OK	148	/Users/jleechan/projects/worldarchitect.ai/infrastructure
OK	0	/Users/jleechan/projects/worldarchitect.ai/local.sh
OK	0	/Users/jleechan/projects/worldarchitect.ai/data
OK	1020	/Users/jleechan/projects/worldarchitect.ai/tmp
OK	0	/Users/jleechan/projects/worldarchitect.ai/.venv_bootstrap.lock
OK	12	/Users/jleechan/projects/worldarchitect.ai/verify_send_report_email_e2e.py
OK	28	/Users/jleechan/projects/worldarchitect.ai/CLAUDE.md
OK	40	/Users/jleechan/projects/worldarchitect.ai/integrate.sh
OK	16	/Users/jleechan/projects/worldarchitect.ai/test_backdrop_headless.png
OK	10460	/Users/jleechan/projects/worldarchitect.ai/testing_mcp
OK	108	/Users/jleechan/projects/worldarchitect.ai/testing_util
OK	24	/Users/jleechan/projects/worldarchitect.ai/copilot.md
OK	4	/Users/jleechan/projects/worldarchitect.ai/start_prod_server.sh
OK	12	/Users/jleechan/projects/worldarchitect.ai/coverage.sh
OK	40	/Users/jleechan/projects/worldarchitect.ai/reports
OK	4	/Users/jleechan/projects/worldarchitect.ai/test_mobile_campaigns.py
OK	1991892	/Users/jleechan/.colima/_lima/colima
OK	1464728	/Users/jleechan/.colima/_lima/colima-ci
OK	33918744	/Users/jleechan/.colima/_lima/_disks
OK	4	/Users/jleechan/.colima/_lima/_networks
OK	12	/Users/jleechan/.colima/_lima/_config
OK	36	/Users/jleechan/Library/Messages/StickerCache
OK	56	/Users/jleechan/Library/Messages/CollaborationNoticeCache
OK	0	/Users/jleechan/Library/Messages/CloudKitMetaData
OK	313312	/Users/jleechan/Library/Messages/chat.db
OK	0	/Users/jleechan/Library/Messages/Drafts
OK	68	/Users/jleechan/Library/Messages/LiteSegmentStore.db
OK	1136	/Users/jleechan/Library/Messages/com.apple.messages.geometrycache_v15.plist
OK	32	/Users/jleechan/Library/Messages/prewarm.db
OK	33392	/Users/jleechan/Library/Messages/NickNameCache
OK	32	/Users/jleechan/Library/Messages/LiteSegmentStore.db-shm
OK	118848	/Users/jleechan/Library/Messages/Sync
OK	388	/Users/jleechan/Library/Messages/LiteSegmentStore.db-wal
OK	4	/Users/jleechan/Library/Messages/com.apple.messages.group-blacklist.plist
OK	32	/Users/jleechan/Library/Messages/prewarm.db-shm
OK	3076	/Users/jleechan/Library/Messages/chat.db-wal
OK	12	/Users/jleechan/Library/Messages/prewarm.db-wal
OK	32	/Users/jleechan/Library/Messages/chat.db-shm
OK	0	/Users/jleechan/Library/Application Support/Firefox
OK	0	/Users/jleechan/Library/Application Support/PeekabooShared
OK	0	/Users/jleechan/Library/Application Support/Xcode
OK	216	/Users/jleechan/Library/Application Support/com.apple.control-center.tips
OK	56	/Users/jleechan/Library/Application Support/SESStorage
OK	0	/Users/jleechan/Library/Application Support/com.apple.replayd
OK	19540	/Users/jleechan/Library/Application Support/Granola
OK	440	/Users/jleechan/Library/Application Support/SyncServices
OK	5952	/Users/jleechan/Library/Application Support/obs-studio
OK	421980	/Users/jleechan/Library/Application Support/com.conductor.app
OK	292	/Users/jleechan/Library/Application Support/networkserviceproxy
OK	4	/Users/jleechan/Library/Application Support/ai-hermes-backup-disable-watchdog
OK	0	/Users/jleechan/Library/Application Support/com.privateinternetaccess.vpn
OK	20	/Users/jleechan/Library/Application Support/mem-watchdog
OK	4	/Users/jleechan/Library/Application Support/Claude-3p
OK	4	/Users/jleechan/Library/Application Support/DiskImages
OK	0	/Users/jleechan/Library/Application Support/Spotlight
OK	0	/Users/jleechan/Library/Application Support/ControlCenter
OK	5872	/Users/jleechan/Library/Application Support/Cypress
OK	612	/Users/jleechan/Library/Application Support/go
OK	12	/Users/jleechan/Library/Application Support/.DS_Store
OK	8	/Users/jleechan/Library/Application Support/io.branch
OK	3360	/Users/jleechan/Library/Application Support/com.apple.ap.promotedcontentd
OK	24	/Users/jleechan/Library/Application Support/${PROJECT_NAME:-your-project}-automation
OK	600296	/Users/jleechan/projects/worldarchitect.ai/.worktrees
OK	118020	/Users/jleechan/Library/Application Support/com.openai.atlas
OK	0	/Users/jleechan/Library/Application Support/com.apple.exchangesync
OK	3368	/Users/jleechan/Library/Application Support/Animoji
OK	108	/Users/jleechan/Library/Application Support/com.apple.akd
OK	32	/Users/jleechan/Library/Application Support/com.cmuxterm.app.debug
OK	1271488	/Users/jleechan/Library/Application Support/discord
OK	854680	/Users/jleechan/Library/Application Support/zoom.us
OK	0	/Users/jleechan/Library/Application Support/MobileSync
OK	877800	/Users/jleechan/projects/worldarchitect.ai/venv
OK	8	/Users/jleechan/Library/Application Support/CallHistoryTransactions
OK	1562784	/Users/jleechan/Library/Messages/Caches
OK	80	/Users/jleechan/Library/Application Support/user-scope
OK	4	/Users/jleechan/Library/Application Support/Microsoft
OK	34784	/Users/jleechan/Library/Application Support/Spotify
OK	0	/Users/jleechan/Library/Application Support/com.apple.security.replacementpermissions.transaction
OK	612	/Users/jleechan/Library/Application Support/com.apple.MediaPlayer
OK	116	/Users/jleechan/Library/Application Support/com.apple.spotlight
OK	134500	/Users/jleechan/Library/Application Support/Codex
OK	11528	/Users/jleechan/Library/Application Support/gogcli
OK	4	/Users/jleechan/Library/Application Support/fastmcp
OK	0	/Users/jleechan/Library/Application Support/icloudmailagent
OK	0	/Users/jleechan/Library/Application Support/locationaccessstored
OK	0	/Users/jleechan/Library/Application Support/homeenergyd
OK	0	/Users/jleechan/Library/Application Support/appplaceholdersyncd
OK	0	/Users/jleechan/Library/Application Support/tipsd
OK	4	/Users/jleechan/Library/Application Support/smithery
OK	40	/Users/jleechan/Library/Application Support/com.cmuxterm.app
OK	4	/Users/jleechan/Library/Application Support/act
OK	0	/Users/jleechan/Library/Application Support/identityservicesd
OK	4	/Users/jleechan/Library/Application Support/chrome-devtools-mcp
OK	890848	/Users/jleechan/Library/Application Support/Claude
OK	24	/Users/jleechan/Library/Application Support/com.apple.NewDeviceOutreach
OK	4	/Users/jleechan/Library/Application Support/clawdhub
OK	3652708	/Users/jleechan/Library/Application Support/Cursor
OK	596848	/Users/jleechan/Library/Application Support/TikTok LIVE Studio
OK	72	/Users/jleechan/Library/Application Support/default.store
OK	22216	/Users/jleechan/Library/Application Support/Docker Desktop
OK	8	/Users/jleechan/Library/Application Support/CodexBar
OK	1036	/Users/jleechan/Library/Application Support/CrashReporter
OK	0	/Users/jleechan/Library/Application Support/default.store-wal
OK	40	/Users/jleechan/Library/Application Support/com.cmuxterm.app.debug.dev.fork
OK	8	/Users/jleechan/Library/Application Support/com.mitchellh.ghostty
OK	114324	/Users/jleechan/Library/Application Support/Chromium
OK	32	/Users/jleechan/Library/Application Support/default.store-shm
OK	376	/Users/jleechan/Library/Application Support/com.apple.sharedfilelist
OK	12	/Users/jleechan/Library/Application Support/com.operasoftware.Opera
OK	5584	/Users/jleechan/Library/Application Support/CloudDocs
OK	436	/Users/jleechan/Library/Application Support/GitHub
OK	12	/Users/jleechan/Library/Application Support/org.jleechanorg.ezgha
OK	52652	/Users/jleechan/Library/Application Support/Knowledge
OK	4	/Users/jleechan/Library/Application Support/icdd
OK	192	/Users/jleechan/Library/Application Support/iTerm2
OK	456	/Users/jleechan/Library/Application Support/com.apple.TCC
OK	4	/Users/jleechan/Library/Application Support/com.openai.codex
OK	576	/Users/jleechan/Library/Application Support/com.apple.MediaPlaybackCore.PlaybackEventStreams
OK	0	/Users/jleechan/Library/Application Support/com.apple.ContextStoreAgent
OK	0	/Users/jleechan/Library/Application Support/contactsd
OK	109448	/Users/jleechan/Library/Application Support/Fellow
OK	12	/Users/jleechan/Library/Application Support/ZoomUpdater
OK	36	/Users/jleechan/Library/Application Support/your-project-automation
OK	4	/Users/jleechan/Library/Application Support/llm-wiki
OK	104	/Users/jleechan/Library/Application Support/dark-factory
OK	1851384	/Users/jleechan/Library/Application Support/FileProvider
OK	1044	/Users/jleechan/Library/Application Support/FaceTime
OK	16	/Users/jleechan/Library/Application Support/Microsoft Edge
OK	416	/Users/jleechan/Library/Application Support/ai.bloop.vibe-kanban
OK	25492	/Users/jleechan/Library/Application Support/worldarchitect-automation
OK	3264	/Users/jleechan/Library/Application Support/DifferentialPrivacy
OK	176	/Users/jleechan/Library/Application Support/dev.warp.Warp-Stable
OK	310808	/Users/jleechan/Library/Application Support/rtk
OK	28	/Users/jleechan/Library/Application Support/com.cmuxterm.app.nightly
OK	20	/Users/jleechan/Library/Application Support/TTPOrbuService
OK	4	/Users/jleechan/Library/Application Support/com.apple.wallpaper
OK	2176	/Users/jleechan/Library/Application Support/com.apple.siri.inference
OK	12	/Users/jleechan/Library/Application Support/Arc
OK	109568	/Users/jleechan/Library/Application Support/obsidian
OK	20	/Users/jleechan/Library/Application Support/iCloud
OK	12212	/Users/jleechan/Library/Application Support/jleechanclaw
OK	216	/Users/jleechan/Library/Application Support/com.apple.controlcenter
OK	12	/Users/jleechan/Library/Application Support/Vivaldi
OK	21616	/Users/jleechan/Library/Application Support/cmux
OK	4	/Users/jleechan/Library/Application Support/com.apple.avfoundation
OK	24	/Users/jleechan/Library/Application Support/opcode.asterisk.so
OK	24	/Users/jleechan/Library/Application Support/claudia.asterisk.so
OK	0	/Users/jleechan/Library/Application Support/mini-swe-agent
OK	69804	/Users/jleechan/Library/Application Support/AddressBook
OK	5652	/Users/jleechan/Library/Application Support/CallHistoryDB
OK	368	/Users/jleechan/Library/Application Support/com.steipete.codexbar
OK	0	/Users/jleechan/Library/Application Support/ai-hermes-backup-watchdog
OK	1089732	/Users/jleechan/Library/Application Support/Dropbox
OK	1974164	/Users/jleechan/Library/Application Support/Godot
OK	576	/Users/jleechan/Library/Application Support/com.apple.iTunesCloud
OK	416	/Users/jleechan/Library/Application Support/com.apple.RemoteManagementAgent
OK	12	/Users/jleechan/Library/Application Support/BraveSoftware
OK	4	/Users/jleechan/Library/Application Support/OpenAI
OK	2628	/Users/jleechan/Library/Application Support/com.apple.ProtectedCloudStorage
OK	832	/Users/jleechan/.gemini/antigravity-cli/conversation_summaries.db
OK	4	/Users/jleechan/.gemini/antigravity-cli/jetski_state.pbtxt
OK	0	/Users/jleechan/.gemini/antigravity-cli/last_check.timestamp
OK	4	/Users/jleechan/.gemini/antigravity-cli/antigravity-oauth-token
OK	4	/Users/jleechan/.gemini/antigravity-cli/installation_id
OK	948	/Users/jleechan/.gemini/antigravity-cli/cache
OK	156	/Users/jleechan/.gemini/antigravity-cli/settings.json
OK	13332	/Users/jleechan/.gemini/antigravity-cli/bin
OK	0	/Users/jleechan/.gemini/antigravity-cli/crashes
OK	4	/Users/jleechan/.gemini/antigravity-cli/updater
OK	52	/Users/jleechan/.gemini/antigravity-cli/mcp
OK	4	/Users/jleechan/.gemini/antigravity-cli/scratch
OK	0	/Users/jleechan/.gemini/antigravity-cli/knowledge
OK	408	/Users/jleechan/.gemini/antigravity-cli/implicit
OK	0	/Users/jleechan/.gemini/antigravity-cli/cli.log
OK	4105544	/Users/jleechan/.gemini/antigravity-cli/conversations
OK	8135536	/Users/jleechan/Library/Application Support/Google
OK	8312	/Users/jleechan/.gemini/antigravity-cli/log
OK	132	/Users/jleechan/.gemini/antigravity-cli/history.jsonl
OK	68	/Users/jleechan/.gemini/antigravity-cli/builtin
OK	2062896	/Users/jleechan/projects/worldarchitect.ai/.git
OK	2920740	/Users/jleechan/Library/Application Support/Aside
OK	9084	/Users/jleechan/Pictures/Photos Library.photoslibrary/originals
OK	1756	/Users/jleechan/Pictures/Photos Library.photoslibrary/internal
OK	791080	/Users/jleechan/Pictures/Photos Library.photoslibrary/private
OK	0	/Users/jleechan/Pictures/Photos Library.photoslibrary/external
OK	952	/Users/jleechan/Pictures/Photos Library.photoslibrary/scopes
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/ralph-prd-styleguide.json
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/fix_test.patch
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/test_empty_character_error.png
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/.expo
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/dolt-server.port
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/last-touched
OK	1736	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_attempt-0
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.gemini
OK	136	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_worldai_claw
OK	2852	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_REV
OK	284	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_user_scope
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/overview.md
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/.last-branch
OK	12	/Users/jleechan/project_worldaiclaw/worldai_claw/sprites_compare.html
OK	464	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_claw
OK	28	/Users/jleechan/project_worldaiclaw/worldai_claw/pair_monitor.py
OK	36	/Users/jleechan/project_worldaiclaw/worldai_claw/homepage
OK	0	/Users/jleechan/project_worldaiclaw/worldai_claw/evidence
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/ralph.yml
OK	36	/Users/jleechan/project_worldaiclaw/worldai_claw/LICENSE
OK	318332	/Users/jleechan/Library/Application Support/Antigravity
OK	20	/Users/jleechan/project_worldaiclaw/worldai_claw/run_local_server.sh
OK	1916	/Users/jleechan/project_worldaiclaw/worldai_claw/beads_ab
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/requirements.txt
OK	36	/Users/jleechan/project_worldaiclaw/worldai_claw/archive
OK	28	/Users/jleechan/project_worldaiclaw/worldai_claw/.pytest_cache
OK	16	/Users/jleechan/project_worldaiclaw/worldai_claw/goals
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/SETUP.md
OK	36	/Users/jleechan/project_worldaiclaw/worldai_claw/branch_explore_concept_pjq_wv_n
OK	24	/Users/jleechan/project_worldaiclaw/worldai_claw/game_demo.html
OK	348	/Users/jleechan/project_worldaiclaw/worldai_claw/roadmap
OK	8	/Users/jleechan/project_worldaiclaw/worldai_claw/dolt-server.log
OK	48	/Users/jleechan/project_worldaiclaw/worldai_claw/after-launch
OK	408	/Users/jleechan/project_worldaiclaw/worldai_claw/antig_final.png
OK	4	/Users/jleechan/project_worldaiclaw/worldai_claw/ralph-copilot.yml
